wavs/hindifem_01848.wav|लोहे के गेट का जालीदार फाटक बंद था|hi|hindi_female_1
wavs/hindifem_03429.wav|महाराणा प्रताप के पास वैसा कोई विशेष साधन नहीं रह गया था|hi|hindi_female_1
wavs/hindifem_03598.wav|उन पड़ावों को मैंने लाँघकर पीछे मुड़कर नहीं देखा|hi|hindi_female_1
wavs/hindifem_04060.wav|इस पेड़ की लम्बाई एवं पेड़ की मोटाई होती है|hi|hindi_female_1
wavs/hindifem_01059.wav|शाहरुख का घर लगभग हजार वर्ग फुट क्षेत्रफल में बना हुआ है|hi|hindi_female_1
wavs/hindifem_03453.wav|बीवीबच्चे समझते हैं उनकी हर ज़रूरत पूरी करना मेरा फ़र्ज़ है|hi|hindi_female_1
wavs/hindifem_02499.wav|नल के नीचे एक मधुमख्खी की निष्प्राण देह है|hi|hindi_female_1
wavs/hindifem_02290.wav|उसने मेरी क़लम पर क़ब्ज़ा कर लिया है माँगमाँगकर थक गया पर दी नहीं|hi|hindi_female_1
wavs/hindifem_04757.wav|मछुआरे ने अपना जाल खींचा और मछलियों को किनारे पर जाल से उलट दिया।|hi|hindi_female_1
wavs/hindifem_02952.wav|शहनाज ने बोझिल कदमों से स्टेज की तरफ रुख किया|hi|hindi_female_1
wavs/hindifem_05843.wav|उसने, नीला को साथ ले ही लिया, सुधा ने भी पैरवी की, क्योंकि दोनों ही टाल रहे थे, एकान्त का साथ|hi|hindi_female_1
wavs/hindifem_02632.wav|पंजाब को जम्मू एवं कश्मीर के लिए एक सौ पंद्रह क्यूसेक पानी छोड़ने का निर्देश दिया जाए|hi|hindi_female_1
wavs/hindifem_05422.wav|मेरा जन्म मध्य प्रदेश के एक बहुत छोटे से गांव सीतापुर में, सन्, में हुआ था|hi|hindi_female_1
wavs/hindifem_02628.wav|इस तरह के सवाल से माधवजी थोड़े चिढ़ गए लेकिन उन्होंने अपनी स्वाभाविक विनम्रता नहीं छोड़ी|hi|hindi_female_1
wavs/hindifem_03173.wav|उन्होंने अंत में थाईलैंड के जु़डवा भाईयों की जोड़ी को दस नम्बरों से हराया|hi|hindi_female_1
wavs/hindifem_00485.wav|अपनी रचनात्मकता को व्यक्त करने के भी तरीके थे|hi|hindi_female_1
wavs/hindifem_02198.wav|गाँव समाज की वजह से यहाँ सती देवी का सिंहासन है|hi|hindi_female_1
wavs/hindifem_03400.wav|बाबूराम छोटे बरामदे में धूप ले रहा है|hi|hindi_female_1
wavs/hindifem_04232.wav|इस बार फिर उऩ्होंने ऐसा बयान दिया है जिसकी हर तरफ चर्चा है.|hi|hindi_female_1
wavs/hindifem_04573.wav|कुछ अक्षरों या संख्याओं की काॅपी कर सकते हैं.|hi|hindi_female_1
wavs/hindifem_03864.wav|शमीमा की तबियत ख़राब होने की वजह से मासूमा को रुकना पड़ा|hi|hindi_female_1
wavs/hindifem_04336.wav|उन महात्मा पिता की मैं वाङ्‍मयी कन्या हूं.|hi|hindi_female_1
wavs/hindifem_04295.wav|मैंने सोशल मीडिया पर कमेंट्स पढऩा बंद कर दिया है कल्कि.|hi|hindi_female_1
wavs/hindifem_00040.wav|कविता हंगरी में हमेशा ही एक ख़तरनाक पेशा रही है|hi|hindi_female_1
